name,website,description,phone,address,average rating,store shopping,in store pickup,delivery,type,opens at,reviews,category,latitude,longitude
Our Artisan Shop,nuestratiendaartesanal.com,,+57 310 3860079,"Cra. 49 #53 - 51, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia, Colombia",4.7,No,No,No,Handicraft,,No reviews available,artisan_shops,6.24507365,-75.5693938
Artesanías Colombia mia,,,+57 604 2687490,"Cl 10 #34-39, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",4.9,No,No,Yes,Souvenir store,,No reviews available,artisan_shops,6.209754041417823,-75.56822410113557
Artesanías Vélez s.a.s.,artesaniasvelez.com,,+57 310 4101103,"Cra. 52 #44-70 Local 113c, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia, Colombia",4.6,No,No,No,Handicraft,,No reviews available,artisan_shops,,
TE AMO MEDELLIN SOUVENIRS,alegratienda.com,,+57 313 4740880,"Cl 10 #37-41, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",4.7,No,No,No,Handicraft,,No reviews available,artisan_shops,6.209754041417823,-75.56822410113557
Nuestra Tienda Artesanal,nuestratiendaartesanal.com,,+45 72 68 00 65,"Cra. 43A #10-16, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",4.8,No,No,Yes,Craft store,,No reviews available,artisan_shops,6.2253650463172505,-75.56915058927414
Tienda de Regalos Mamm Museo de Arte Moderno de Medellín,tienda.elmamm.org,In-store shopping   In-store pickup   Delivery,,"Cl. 20, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",4.7,Yes,Yes,Yes,Store,,No reviews available,artisan_shops,6.224077292697416,-75.57476685061584
Crafts Colombia Medellín Santafé,craftscolombia.com,,+57 305 4394545,"Centro Comercial Santafé, Carrera 43A Calle 7 Sur # 170, LOCAL 5188, Medellín, Antioquia, Colombia",,No,No,No,Handicraft,,No reviews available,artisan_shops,,
Detalles BEAM Porcelanicron,detallesbeam.com,,+57 316 6721617,,5.0,No,No,No,Handicraft,,No reviews available,artisan_shops,,
Beso Azulado,instagram.com,,+57 304 5228936,,,No,No,Yes,Gift shop,,No reviews available,artisan_shops,,
Florescencias Hecho a mano,,,+57 319 4533053,"florescenciashechoamano@gmail.com, La Frontera, Medellín, Santa Cruz, Medellín, Antioquia, Colombia",,No,No,Yes,Craft store,,No reviews available,artisan_shops,,
Artesanias La 70 Ltda,,,,"Cra. 52a #39 27, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia, Colombia",5.0,No,No,Yes,Craft store,,No reviews available,artisan_shops,6.2536621864202875,-75.56899082860309
Events San Felipe,eventossanfelipe.com,,+57 42985263,"Transv 39 B 72 - 63, Medellín, Antioquia, Colombia",4.6,No,No,No,Event venue,,No reviews available,sustainable_event_venues,,
CARIVA Eventos,carivaeventos.com,,+57 305 4323131,"Santa Elena, Medellin, Antioquia, Colombia",4.7,No,No,No,Wedding venue,,No reviews available,sustainable_event_venues,6.2105174,-75.4980407
Zona E,zonae.com,,+57 322 8493482,"Del cruce del tablazo, 700 mt Via a Zona Franca, Rionegro, Antioquia, Colombia",4.7,No,No,No,Party planner,Closed ⋅ Opens 8 AM Mon,No reviews available,sustainable_event_venues,,
Matrimonios Medellín - Wedding Planner - Lugares - Planner 360,matrimoniosmedellin.com,,+57 310 4339704,"Cra. 34 #No 1 sur 150, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",5.0,No,No,No,Wedding planner,,No reviews available,sustainable_event_venues,6.208833617238483,-75.56493737540856
Medellin Marriott Hotel,marriott.com,,+57 604 4443636,"Cl. 1a Sur #43a-83, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",4.7,No,No,No,,,No reviews available,sustainable_event_venues,,
Hacienda Fizebad,haciendafizebad.com,,+57 321 6408501,"Las Palmas-La Fé, Retiro, Antioquia, Colombia",4.7,No,No,No,,,No reviews available,sustainable_event_venues,,
"InterContinental Medellin, an IHG Hotel",ihg.com,,+57 44448106,"Calle 16, Variante #28-51, Las Palmas, Medellín, Antioquia, Colombia",4.7,No,No,No,,,No reviews available,sustainable_event_venues,,
Espacios Borneo Eventos,instagram.com,,+57 322 6583814,"Calle 32 F ·75 C - 145, Piso 3, Medellín, Antioquia, Colombia",4.6,No,No,No,Function room facility,,No reviews available,sustainable_event_venues,,
EVENTOS CASA PRADO,eventoscasaprado.com,,+57 301 4908597,"Cra. 50 #64 00, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia, Colombia",4.7,No,No,No,Function room facility,,No reviews available,sustainable_event_venues,6.237713798840021,-75.57262744725391
En el Bosque Sesiones,enelbosquesesiones.com,,+57 301 3429200,"Cra. 53 Este #58 - 120, Santa Elena, Medellín, Antioquia, Colombia",4.9,No,No,No,Concert hall,,No reviews available,sustainable_event_venues,,
The Somos Beats Hotel & Rooftop,thesomos.com,,+57 324 4907830,"Cl 10A #40-19, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",4.5,No,No,No,,,No reviews available,sustainable_event_venues,6.2105061,-75.568109
ZIRUMA TIKI BAR,,,+57 304 2068737,"Cra. 43E #11-38, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",4.7,No,No,No,Bar,,No reviews available,sustainable_event_venues,6.209828045837156,-75.5740907098957
The Origins,findtheorigins.com,,+57 302 8545194,"Cl 12 Sur #51b - 29, Guayabal, Medellín, Guayabal, Medellín, Antioquia, Colombia",4.9,No,No,No,Event venue,,No reviews available,sustainable_event_venues,6.196164223101306,-75.58380998171447
Palau - Wink Eventos,winkeventos.com,,+57 324 5374551,"Cr 19, Loma Del Escobero #36c Sur - 259, Envigado, Antioquia, Colombia",4.7,No,No,No,Event management company,,No reviews available,sustainable_event_venues,,
MAX FOOD NATURAL PET,beacons.ai,,+57 301 2181169,"Cl. 35 #47-79 INT 109, Camparola, Itagüi, Antioquia, Colombia",5.0,No,No,Yes,Pet store,,No reviews available,organic_pet_stores,,
Pet Shop Medellin,,In-store pickup   Delivery,,"Cl. 26 #75-80, Medellín, Belén, Medellín, Antioquia, Colombia",4.6,No,Yes,Yes,Pet supply store,,No reviews available,organic_pet_stores,6.227749893511775,-75.59675350154357
MANAGRO,,In-store shopping   Curbside pickup   Delivery,+57 604 7779768,"Cra. 39 #49A-4, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia, Colombia",4.5,Yes,No,Yes,Pet supply store,Open ⋅ Closes 7 PM,No reviews available,organic_pet_stores,6.250385507840545,-75.5567095838574
Amiscot Pet Community,amiscot.com,In-store pickup   Delivery,+57 44238841,"Cl. 48C # 66-62, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia, Colombia",4.8,No,Yes,Yes,Pet supply store,,No reviews available,organic_pet_stores,6.259385420761203,-75.5932625767368
MariaCe Posada Pets,mariaceposada.com,In-store pickup   Delivery,+57 301 2638691,"Cl. 40 #74b-49, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia, Colombia",4.8,No,Yes,Yes,Pet supply store,,No reviews available,organic_pet_stores,,
El Agro de mi Mascota,agromismascotas.com,In-store shopping   In-store pickup   Delivery,+57 313 6482282,"Cl. 49a #38-83, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia, Colombia",4.4,Yes,Yes,Yes,Pet supply store,,No reviews available,organic_pet_stores,6.25148186905873,-75.57349572448446
Pets Friends Tienda,,In-store shopping   Curbside pickup   Delivery,+57 604 3018887,"Tv. 39B #79A-08, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia, Colombia",4.5,Yes,No,Yes,Pet supply store,,No reviews available,organic_pet_stores,,
Holamascota.com pet store,holamascota.com,In-store pickup   Delivery,+57 313 8504043,"Cra. 70 #32b 34, Medellín, Belén, Medellín, Antioquia, Colombia",4.3,No,Yes,Yes,Pet supply store,,No reviews available,organic_pet_stores,6.23155035,-75.5914573
Pet Natural Food S.A.S,dietabarf.com,In-store pickup   Delivery,+57 45778715,"Calle 34 # 66aa34, Medellín, Antioquia, Colombia",4.5,No,Yes,Yes,Animal feed store,,No reviews available,organic_pet_stores,,
Natural Pet Shop,naturalpets.com.co,In-store pickup   Delivery   In-store shopping,+57 304 5773945,"Cl. 54 #47-105, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia, Colombia",,Yes,Yes,Yes,Pet store,,No reviews available,organic_pet_stores,6.254740891635066,-75.57061875130344
Be Natural Wild,benaturalwild.com,,+57 322 2467507,"ED ACCESS POINT, CR 22 17 325 OF 456 RETORNO 5, Av. Las Palmas, Medellín, Antioquia, Colombia",5.0,No,No,Yes,Pet supply store,,No reviews available,organic_pet_stores,,
Pet´s Art,,In-store pickup   Delivery,+57 304 6072863,"Cra. 70 #19-63, Medellín, Belén, Medellín, Antioquia, Colombia",4.9,No,Yes,Yes,Pet supply store,,No reviews available,organic_pet_stores,6.23155035,-75.5914573
Cositas Pet,,In-store pickup   Delivery,+57 313 5178884,"Cra. 52 #29-19 Local 102, Guayabal, Medellín, Guayabal, Medellín, Antioquia, Colombia",5.0,No,Yes,Yes,Pet supply store,,No reviews available,organic_pet_stores,,
Nutrimascotas Tienda,,In-store shopping   Curbside pickup   Delivery,+57 316 3421667,"Cra. 28a #38f-15, Gerona, Medellín, Buenos Aires, Medellín, Antioquia, Colombia",5.0,Yes,No,Yes,Pet supply store,,No reviews available,organic_pet_stores,,
Green Park | Arquitectura y Concreto,,,+57 321 8257921,"Km 2.7 Vía Galapa, Vía La cordialidad, Galapa, Atlantico, Colombia",,No,No,No,Construction company,,No reviews available,green_building_firms,,
La Haus,lahaus.com,,+57 300 9111258,"Cra. 35 #15b - 143, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",4.5,No,No,No,Real estate developer,,No reviews available,green_building_firms,,
Soluciones Electricas & Mecatronicas Medellin SAS,,,+57 310 3663897,"Cra. 78 #20BB-19, Paris, Bello, Antioquia, Colombia",4.8,No,No,No,Electrician,,No reviews available,green_building_firms,,
tresarquitectos,tresarquitectos.com,,+57 316 4192779,"Cra. 32 #13-49 OFC _ 506, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",5.0,No,No,No,Architecture firm,,No reviews available,green_building_firms,,
Ecomining Colombia,ecominingcolombia.com,,+57 311 8623584,"Cl. 3 Sur #41-65, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",,No,No,No,Architect,,No reviews available,green_building_firms,6.19920035,-75.56882295
SIMETRÍA Y ESPACIO CONSTRUCTORA S.A.S.,simetriayespacio.com,,+57 300 7235712,"Cl 49 Sur #45A-300 Oficina 2213, Zona 8, Envigado, Antioquia, Colombia",5.0,No,No,No,Construction company,,No reviews available,green_building_firms,,
Empresa de Desarrollo Urbano - EDU,edu.gov.co,,+57 300 4466058,"Cra. 49 #44-94 L -194, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia, Colombia",4.5,No,No,No,Corporate office,,No reviews available,green_building_firms,6.2505337,-75.5667115
OA MAS (OA+),oamas.co,,+57 317 4422184,"vía al aeropuerto. Edificio Indie Lab, Kilometro 17 +400, Oficina OA+, Piso 4, Medellín, Antioquia, Colombia",5.0,No,No,No,Architecture firm,,No reviews available,green_building_firms,,
Bassico Arquitectos,bassicoarq.com,,+57 5815111,"Mall Palma Grande, Cra. 38 #18-101, Medellín, Antioquia, Colombia",5.0,No,No,No,Architectural designer,,No reviews available,green_building_firms,,
ICA Ingenieros civiles,,,+57 310 8478677,,4.8,No,No,No,Home builder,,No reviews available,green_building_firms,,
Rango Boutique Hostel,hostelrango.com,,+57 312 8606529,"Cl. 8 #42-25, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",4.7,No,No,No,,,No reviews available,green_building_firms,6.209232298768811,-75.57140525045264
Edificio Verde Avignon,conexoinmobiliario.com,,+57 315 2739103,"Cra. 22a #20a Sur-77, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",4.6,No,No,No,Apartment building,,No reviews available,green_building_firms,,
Social Club Academia,socialclubacademia.com,Dine-in   Delivery,+57 301 7010701,"Calle 12 sur #48-01 Rotonda Interior Local 102, Medellín, Antioquia, Colombia",4.7,No,No,Yes,Disco club,,No reviews available,local_sports_clubs,,
Club Medellín,clubmedellin.com.co,,+57 300 6075496,"C. 50 #43-65, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia, Colombia",4.5,No,No,No,Club,,No reviews available,local_sports_clubs,6.246132761911735,-75.5607872347712
Gym Sport Club,,,+57 44183626,"Cl 44 #94-149, Campo Alegre, Medellín, La América, Medellín, Antioquia, Colombia",4.6,No,No,No,Gym,,No reviews available,local_sports_clubs,,
Unidad Deportiva de Belén Andrés Escobar Saldarriaga,inder.gov.co,"Swimming, soccer  gym facilities in a leafy space named after a renowned Columbian soccer player.",+57 43699000,"Cra 66B #31a15, Medellín, Belén, Medellín, Antioquia, Colombia",4.7,No,No,No,Sports club,,No reviews available,local_sports_clubs,6.2386127,-75.58747174999999
Medellín Sports Bar,,,,"Cl. 41A #70-42, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia, Colombia",4.1,No,No,No,Bar,,No reviews available,local_sports_clubs,6.247377160257915,-75.58976275451602
Club Unión Medellín - Club Empresarial y Social en Medellín,clubunion.com.co,,+57 604 3265050,"San Fernando Plaza, Cra. 43A #1-50 Local 346, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",4.7,No,No,No,Social club,,No reviews available,local_sports_clubs,,
Country Club Ejecutivos,countryclub.co,,+57 604 3197300,"Diagonal 28, Kilometro 5, Av. Las Palmas #16-129, Medellín, Antioquia, Colombia",4.8,No,No,No,Club,,No reviews available,local_sports_clubs,,
INDER Medellin Mayor's Office,inder.gov.co,,+57 43699000,"Cl. 47D #75-276, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia, Colombia",4.5,No,No,No,Sports club,,No reviews available,local_sports_clubs,6.2562732,-75.593339
¡Ay Wey! Bar & Grill,ayweysportsbar.com,Dine-in   Takeout,+57 316 3738211,"Cl 10 #35-33, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",4.2,No,No,No,Sports bar,,No reviews available,local_sports_clubs,6.209754041417823,-75.56822410113557
Master Billiards Club,masterclubbillares.blogspot.mx,,+57 44164805,"Cl 44 #75-21, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia, Colombia",4.8,No,No,No,Athletic club,,No reviews available,local_sports_clubs,6.248443834575995,-75.58162646512751
Luxury Club Medellin,,,+57 300 6333431,"Cra. 39 #845, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",4.3,No,No,No,Disco club,,No reviews available,local_sports_clubs,6.2059477758755905,-75.56873711717228
sportroof,,,+57 316 7419292,"Cra. 43 #30 - 25, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia, Colombia",4.2,No,No,No,Soccer field,,No reviews available,local_sports_clubs,6.250893700000001,-75.56099185
Ivan de Bedout Arena,,,,"Laureles - Estadio, Medellin, Medellín, Laureles - Estadio, Medellin, Antioquia, Colombia",4.7,No,No,No,Stadium,,No reviews available,local_sports_clubs,6.2569524,-75.5826835
COLISEUM GUILLERMO GAVIRIA FIGHTER,inder.gov.co,,,"Cl. 48 #70-10, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia, Colombia",4.7,No,No,No,Sports activity location,,No reviews available,local_sports_clubs,6.258079384196866,-75.59435679693328
BLOOM Eco-Working (Loma Los Parras - El Tesoro),,,+57 322 6087972,"El Poblado, Medellín, El Poblado, Medellin, Antioquia, Colombia",4.7,No,No,No,Coworking space,,No reviews available,green_coworking_spaces,6.227259,-75.5719699
COWORK Medellin - by Los Patios Hostel,,,+57 305 3239897,"Cra. 43E #11 37, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",4.5,No,No,No,Coworking space,,No reviews available,green_coworking_spaces,6.209828045837156,-75.5740907098957
Cbox Coworking,spaces.nexudus.com,,+57 301 3402946,"Cq 72 #39a - 22, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia, Colombia",4.6,No,No,No,Coworking space,,No reviews available,green_coworking_spaces,,
Kamado Coworking,,,+57 305 2471281,"Tv 39 #76 35, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia, Colombia",4.7,No,No,No,Coworking space,,No reviews available,green_coworking_spaces,,
Cowork Selina Medellin,,,+57 311 7824827,"Cra. 32d #10 - 17, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",4.9,No,No,No,Coworking space,,No reviews available,green_coworking_spaces,6.208051819290722,-75.5635786276453
Zona Work,zonawork.co,,+57 313 6492832,"Cl. 14 #43b-55, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",4.9,No,No,No,Coworking space,,No reviews available,green_coworking_spaces,,
Café Coworking Medellín,instagram.com,,+57 316 4658253,"Carrera 70, Belén La 70 #1-146, Medellín, Antioquia, Colombia",3.9,No,No,No,Coworking space,,No reviews available,green_coworking_spaces,,
Semilla Cafe Coworking S.A.S.,semilla.com.co,,+57 317 5159876,"Cl. 39c #73-7, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia, Colombia",4.6,No,No,No,Coworking space,Open ⋅ Closes 8:30 PM,No reviews available,green_coworking_spaces,6.24561499307376,-75.59323274276036
CoWorking Inspira- Sede Laureles,coworkinginspira.com,,+57 313 3044058,"Tv. 39B #73-23 Interior 201, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia, Colombia",4.9,No,No,No,Coworking space,,No reviews available,green_coworking_spaces,,
NOI Coworking Medellín,noi.work,,+57 324 5791674,"Cl. 17 #43 F - 287 43F-287, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",4.7,No,No,No,Coworking space,Open 24 hours,No reviews available,green_coworking_spaces,,
WeWork Espacio de Oficinas & Coworking,wework.com.co,,+57 601 9178444,"Cl. 7 Sur #42-145, El Poblado, Medellín, El Poblado, Medellín, Cundinamarca, Colombia",4.6,No,No,No,Coworking space,,No reviews available,green_coworking_spaces,,
"Quokka Coworking Medellín | Patio Bonito, El Poblado",quokkacoworking.com,,+57 300 1547878,"Tv. 5a #45 91, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",5.0,No,No,No,Coworking space,,No reviews available,green_coworking_spaces,,
"Tinkko Coworking & Flex Office - Milla de Oro, Medellín",tinkko.com,,+57 604 3221222,"Edificio Milla de Oro, Avenida, Cra. 42 #3 Sur 81 Torre 1 Piso 15, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",4.6,No,No,No,Coworking space,,No reviews available,green_coworking_spaces,,
Coworking Arkadia,serviciolegal.com.co,,,"Cra. 70 #1-283, Medellín, Belén, Medellín, Antioquia, Colombia",4.5,No,No,No,Coworking space,,No reviews available,green_coworking_spaces,6.23155035,-75.5914573
Vermont Medellín,vermontmedellin.edu.co,,+57 604 5206060,"Cl. 11 Sur #29E-197, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",4.1,No,No,No,Private educational institution,,No reviews available,environmental_learning_centers,,
